No;answer;1-FR;2-GI;3-PI;4-DM;5-EDTRB;6-RE;;;;;;;;;;;;;;;;;
11;Alo sylvia, Terimakasih atas pertanyaannya. Clomiphene citrate  adalah obat yang bisa merangsang ovulasi (pematangan dan pelepasan sel telur dari ovarium ke rahim) karena kemampuannya dalam memicu produksi hormon gonadotropin di kelenjar hipofisis. Obat ini kerap dokter berikan pada wanita-wanita yang bermasalah dengan kesuburan akibat gangguan ovulasi. Sayangnya, obat ini tidak termasuk golongan obat bebas. Tidak semua wanita juga tepat untuk mengkonsumsi obat ini. Atas pertimbangan di atas, tidak etis bila kami menjelaskan secara mendetail tatacara yang benar mengkonsumsi obat ini. Bila Anda mendapat obat ini langsung dari dokter, tentu dokter sudah memberi tahu Anda tatacara konsumsinya yang benar bukan? Bila ternyata obat ini Anda peroleh secara mandiri, kami sarankan Anda tidak dulu mengkonsumsinya sebelum periksa ke dokter atau  dokter kandungan . Semoga membantu ya..;1;0;1;0;1;0;;;;;;;;;;;;;;;;;
12;Hai AknesMata terdiri dari kornea (bagian hitam mata) dan sklera (bagian putih mata). Sklera mata terdapat selaput konjungtiva yang terdapat pembuluh darah serta pembuluh darah di sekitar kornea. Normalnya pembuluh-pembuluh darah ini hanya terlihat sangat tipis atau bahkan nyaris tidak terlihat, namun pada saat kondisi adanya peradangan maka pembuluh darah ini akan terisi lebih banyak darah sehingga bagian putih mata akan terlihat merah (hiperemis). Beberapa penyebab mata merah antara lain:   Iritasi mata misal terkena debu, asap, kekeringan, dsb.   Mata lelah misal setelah melihat komputer dalam jangka waktu lama.   Alergi, misal serbuk tanaman, makanan tertentu, dsb.   Conjungtivitis , yaitu peradangan selaput conjungtiva.   Keratitis , yaitu peradangan pada kornea.   Skleritis, yaitu peradangan pada sklera.   Perdarahan dibawah selaput konjungtiva (perdarahan subkonjungtiva).   Glaukoma, yaitu peningkatan tekanan bola mata.   Dan sebagainya. Untuk mencari penyebabnya diperlukan pemeriksaan langsung oleh dokter. Yang dapat Anda lakukan sementara antara lain:   Tidak mengusap mata dengan tangan bila gatal karena dapat menyebabkan mata semakin merah dan berisiko infeksi baik pada mata yang merah ataupun mata sebelahnya.   Hindari dahulu penggunaan lensa kontak dan make up pada sekitar mata.   Gunakan kain lembut untuk membersihkan belek pada sekitar mata bila ada. Informasi terkait dapat Anda baca pada artikel berikut: Mengantisipasi mata merah. Semoga membantu ya. Terima kasih.dr.Yan william;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
13;Hai Febri. Kaki berbentuk seperti huruf X atau disebut genu valgum merupakan suatu kondisi yang sering diderita anak-anak. Pada orang dewasa, hal ini sering terjadi akibat  1. Trauma  2.  Obesitas 3. Kurangnya nutrisi tertentu seperti vitamin D dan Kalsium 4. Adanya peradangan sendi Konsultasikan dengan dokter mengenai kondisi yang anda alami. Penanganan sendiri secara umum berupa obat penghilang nyeri, memperbaiki penyebab seperti penurunan berat badan pada obesitas, pemberian suplemen vitamin D atau kalsium serta dibantu dengan meningkatkan konsumsi makanan seperti susu, keju, telur, ikan seperti salmon, berjemur saat pagi, usahakan untuk senantiasa menggerakkan kaki dapat membantu. Operasi dilakukan jika tidak membaik. Semoga bermanfaat dan terima kasih. Salam, dr Alyssa;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
14;"Alo Olivia, terima kasih sudah bertanya kembali. Berdasarkan asumsi bahwa anda sudah mendapatkan informasi awal yang cukup dari jawaban atas pertanyaan sebelumya, maka jawaban singkat dari pertanyaan anda kali ini adalah; bergantung kepada kondisi kulit anda. Bila anda yakin bahwa kopi dan madu yang anda gunakan adalah murni tanpa campuran bahan lain, kualitasnya baik, tidak kadaluarsa, dan anda tidak mempunyai riwayat alergi terhadap kedua bahan tersebut, maka anda bisa saja mencoba untuk rutin menggunakan masker tersebut. Hal yang harus anda perhatikan adalah, apakah timbul efek alergi seperti ruam merah, gatal, bentol/biduran, atau lepuh saat dan setelah anda gunakan masker tersebut. Bila ya, maka anda sebaiknya hentikan pemakaian karena anda mungkin mengalami alergi atau iritasi. Bila tidak, maka sepenuhnya menjadi hak anda untuk meneruskan pemakaian masker. Harap anda ingat juga walaupun tujuan dari masker tersebut adalah untuk melembabkan kulit, namun hasil yang tampak pada tiap orang tentunya akan berbeda dalam hal efektivitas. Maka sekali lagi saya sebutkan, bahwa selama anda yakin akan bahan yang anda gunakan dan selama tidak timbul efek samping, maka anda sah-sah saja untuk memakai masker tersebut secara rutin. Demikian jawaban singkat dari kami. Salam.";1;0;1;1;1;0;;;;;;;;;;;;;;;;;
15;Halo Sri Puspita, terimakasih atas pertanyaan Anda Perlu Anda ketahui, menstruasi merupakan proses luruhnya lapisan terdalam dinding rahim (endomentrium) akibat sel telur yang tidak mendapat pembuahan atau dengan kata lain tidak terjadi kehamilan. Secara teoritis,  seorang wanita yang mengalami menstruasi tidak mungkin hamil.  Namun, Anda harus bisa membedakan antara darah menstruasi dengan darah yang dikeluarkan pada awal masa kehamilan. Perdarahan vagina selama awal kehamilan bisa disebabkan oleh banyak penyebab, baik yang ringan ataupun yang mengarah pada kondisi serius. Berikut beberapa di antaranya : pendarahan implantasi - terjadi pada hari 10-14 setelah pembuahan, tidak memerlukan penanganan khusus dan akan terhenti sendiri keguguran - kematian janin secara spontan sebelum usia kehamilan 20 minggu ancaman keguguran - terdapat tanda-tanda keguguran namun kehamilan dan janin masih bisa diselamatkan kelainan pada leher rahim (serviks), seperti infeksi (servisitis)  kehamilan ektopik Untuk memastikan telah terjadi kehamilan atau tidak, Anda bisa melakukan pemeriksaan mandiri dengan testpack yang dijual bebas di apotek. Bacalah aturan pemakaiannya dan ikuti anjuran sesuai yang diinstruksikan di kemasan. Bila hasil tes masih negatif, maka lakukan pemeriksaan konfirmasi 1 minggu kemudian atau dengan berkonsultasi ke dokter kandungan. Dokter akan memastikan kehamilan melalui pemeriksaan USG. Terakhir, Anda perlu mengetahui bahwa  pergaulan bebas bisa mengakibatkan beberapa gangguan kesehatan , antara lain : penyebaran penyakit/infeksi menular seksual berpotensi menimbulkan kanker mulut dan tenggorokan akibat seks oral dan kanker anus karena seks anal khusus wanita, berpotensi mengalami kanker serviks Untuk itu, sebaiknya hindari hubungan seksual di luar pernikahan.  Salam dr. LIli;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
16;Hai Tricia, Baby oil  mengandung minyak mineral dan lanolin yang dicampurkan dengan bahan pewangi. Lanolin adalah sejenis lilin yang dihasilkan oleh kelenjar minyak domba. Dengan kandungannya ini, baby oil bisa digunakan sebagai pelembab, baik dalam mengobati ataupun mencegah kulit kering, kasar, bersisik, gatal, iritasi ringan, dan kulit terbakar akibat terapi radiasi. Hingga saat ini, belum terbukti penggunaan baby oil menyebabkan kulit menghitam.Baby oil tidak hanya bermanfaat bagi bayi dan anak-anak. Pada orang dewasa pun, minyak ini dapat digunakan sebagai :   mengatasi kulit kering, sebaiknya baby oil dioleskan setelah mandi ketika kulit masih basah dan lembab   mencegah eksim - karena sebagian besar eksim diawali oleh kulit kering   membantu mempertahankan kelembaban puting ibu menyusui dan meredakan keluhan terkait kulit puting yang retak   sebagai bahan kosmetik Demikian, semoga bermanfaatdr.Lili;1;0;1;0;1;0;;;;;;;;;;;;;;;;;
17;Hai, Kiki Patmawati. Terima kasih atas pertanyaannya di Alodokter. Jenis  sakit kepala  ada bermacam-macam, antara lain: Migrain , yaitu nyeri kepala berdenyut dan biasanya hanya satu sisi kepala. Cluster , yaitu nyeri kepala berulang yang biasanya ditandai dengan mata berair. Tension , yaitu nyeri kepala yang terasa seperti ada tali yang mengikat kencang atau tertimpa beban berat. Leher kaku  bisa disebabkan oleh gangguan pada jaringan sekitar leher, yaitu otot dan ligamen leher, tulang, dan sendi. Selain itu, leher kaku juga biasanya merupakan keluhan yang sering dikeluhkan oleh penderita hipertensi. Leher kaku biasanya dapat hilang dengan sendirinya dalam waktu 1 hari hingga 1 minggu. Namun, leher kaku dapat merupakan gejala yang serus bila kaku leher menetap sangat lama dan disertai dengan gejala lain, seperti demam tinggi, berat badan turun drastis, ada gangguan fungsi saraf (sulit bergerak), buang air terus menerus, kejang, pembengkakan, dan tanda peradangan lainnya. Bila mengalami ini, sebaiknya segera ke dokter. Tenggorokan berdahak merupakan salah satu tanda dari adanya peradangan pada bagian tenggorokan. Bisa jadi dari naiknya asam lambung yang kemudian mengiritasi tenggorokan atau adanya infeksi mikroorganisme bakteri atau virus di tenggorokan. Untuk mengetahui diagnosis dan penyebab pasti, sebaiknya konsultasikan ke  dokter  atau  dokter spesialis saraf . Sekian. Semoga membantu.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
18;Hai,Normalnya menstruasi tidak menyebabkan demam.  Demam  dapat menunjukkan tanda dari suatu infeksi, misalnya karena infeksi virus, bakteri, atau parasit tertentu. Vaksinasi juga dapat menimbulkan efek samping seperti demam.Nyeri perut yang terjadi bisa saja berhubungan dengan menstruasi yang terjadi. Namun, nyeri perut yang disertai demam juga dapat disebabkan oleh:   gastroenteritis, karena infeksi virus atau bakteri   tifus   penyakit usus buntu   divertikulitis, yaitu radang pada kantong-kantong di dinding saluran cerna   infeksi saluran kemih   penyakit radang panggul Obat seperti parasetamol dapat diberikan untuk meredakan demam dan sakit perut yang timbul.Jika nyeri masih berlanjut, disarankan agar Anda periksa ke dokter. Pemeriksaan fisik dan tes penunjang seperti tes darah, tes urin, atau USG, dapat membantu untuk mengetahui penyebab medis yang terjadi. Sehingga dapat segera diberikan penanganan yang tepat.Halaman berikut membahas  Sakit perut  Semoga bermanfaat,dr. Jessica;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
19;Alo! Terimakasih telah menggunakan layanan konsultasi Alodokter Celana dalam yang basah dibagian belakang, tanpa kita sadari harus di evaluasi terlebih dahulu.  Ada berbagai penyebab yang dapat memicu hal tersebut, diantaranya karena keringat yang berlebihan di area genital/kemaluan, hingga penyebab medis seperti  inkontinensia alvi  atau ketidakmampuan dalam menahan buang air besar sehingga kotoran keluar dengan sendirinya baik sadar maupun tanpa disaring. Selain itu dapat juga disebabkan oleh obat obatan khususnya obat obatan yang dapat mengganggu metabolisme lemak didalam saluran pencernaan.  Oleh sebab itu, perlu evaluasi apakah terdapat ampas kotoran yang menempel didalam celana.  Anda tidak perlu merasa khawatir bila kondisi tersebut tidak berlangsung terus menerus. Jika dicurigai mengalami gangguan dalam menahan buang air besar, sebaiknya lakukan pemeriksaan ke dokter terdekat untuk mendapatkan evaluasi lebih lanjut. Demikian informasi yang dapat kami sampaikan, semoga membantu;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
20;Alo Melly, Untuk menggabungkan pemakaian skincare apapun perlu diketahui dulu kandungan dalam skincare yang digunakan. Ada beberapa kandungan yang sebaiknya tidak digunakan bersamaan atau \ditumpuk\ dalam 1 skincare routine karena bisa meningkatkan resiko iritasi kulit, atau bisa juga salah satu kandungan menjadi tidak efektif bekerja. Apa saja kandungan dalam essence dan krim dokter Anda? Sulit untuk memastikan apakah essence Anda bisa digunakan sebelum krim dokter atau tidak tanpa mengetahui kandungannya apa saja. Saya sarankan agar Anda berkonsultasi kembali dengan dokter yang meresepkan krim tersebut karena dokter yang meresepkanlah yang lebih paham kandungan apa saja yang terdapat dalam krim Anda. Konsultasi produk atau krim dapat Anda lakukan via chat atau telepon dengan klinik atau dokter yang bersangkutan ya. Pada masa pandemi covid,  klinik kecantikan  umumnya tutup atau pelayanan dibatasi namun biasanya konsultasi produk tetap bisa dilakukan via chat, video call, atau telepon. Semoga bisa membantu Anda, Terimakasih;1;1;1;1;1;0;;;;;;;;;;;;;;;;;
21;Alo Ari Nurjanah Cedera pada bagian kepala tidak boleh dianggap remeh terutama jika sehabis cedera mengalami gejala seperti pingsan, hilang ingatan sesaat kejadian, muntah-muntah, sakit kepala hebat, dan gangguan pada pandangan/pengelihatan, keluarnya darah dari mata, hidung, mulut, maupun telinga. Selain itu cedera yang lokasinya dekat dengan area mata memiliki kemungkinan menyebabkan gangguan pada mata, seperti misalnya pecahnya pembuluh darah, ataupun kerusakan jaringan dari mata itu sendiri. Tidak dijelaskan secara rinci apakah warna keunguan tersebut terbatas pada kulit wajah di area sekitar mata ataukah justru warna keunguan tersebut terjadi pada bola mata itu sendiri. Warna keunguan pada permukaan kulit memberikan kesan adanya memar, sebagai penanda adanya kerusakan pembuluh darah.  Memar  juga disertai dengan pembengkakan, rasa nyeri, dan rasa hangat pada bagian yang mengalami peradangan. Pada umumnya memar akan berangsung menghilang dengan sendirinya, namun ada juga kondisi dimana kerusakan yang terjadi tidak hanya terbatas bagian kulit saja, namun mengenai beagian yang lebih dalam lagi seperti misalnya kerusakan struktur tulang ataupun robekan otot misalnya sehingga proses pemulihan bisa jadi lebih sulit dan bahkan mungkin perlu mendapatkan penanganan medis. Namun apabila warna keungunan terjadi justru pada bola mata, maka sebaiknya Ari segera memeriksakan diri ke dokter mata, untuk memastikan bahwa mata dan sistem pengelihatan tidak akan mengalami gangguan akibat cedera tersebut. Beberapa hal yang bisa Ari coba lakukan adalah melakukan kompres dengan air dingin pada bagian yang bengkak dan memar untuk mengurangi bengkak dan nyerinya, namun apabila cedera tersebut sudah berlangsung lebih dari 3 hari maka gunakanlah kompres air hangat. Konsumsi maknaan yang tinggi protein seperti ikan, telur, tempe, tahu, dan ayam. Protein sangat baik untuk membantu memperbaiki jaringan tubuh yang rusak. Dan jangan menekan-nekan bagian yang sedang sakit, karena justru memicu peradangan baru. Artikel terkait untuk disimak  Pertolongan Pertama pada Kecelakaan Sepeda Motor Semoga bermanfaat;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
22;Hai Vita, Bila Anda mengalami demam, kondisi ini dapat menjadi indikasi adanya infeksi dalam tubuh baik akibat virus, bakteri, maupun parasit. Demam sendiri merupakan kondisi di mana suhu tubuh berada di atas 37,5 derajat Celsius. Kenaikan suhu tubuh ini sebenarnya merupakan mekanisme pertahanan tubuh untuk melawan infeksi yang timbul. Demam memang kerapkali disertai dengan gejala lain seperti mual dan muntah, kram perut, sakit kepala, nyeri tenggorokan, batuk, atau nyeri otot dan sendi. Gejala yang Anda alami yaitu demam, mual, sakit perut dan sakit kepala merupakan gejala yang tidak khas (karena terdapat berbagai penyakit yang dapat menimbulkan gejala serupa). Oleh karena itu untuk dapat memastikan penyebabnya tentunya diperlukan pemeriksaan lebih lanjut oleh dokter. Sebagai gambaran, berikut ini berbagai kondisi medis yang dapat menyebabkan demam: Berbagai jenis infeksi bakteri dan virus ( gastroenteritis ,  tifus ,  hepatitis ,  disentri ,  cacar air ,  flu ,  radang tenggorokan ,  infeksi saluran kemih ) Infeksi akibat gigitan nyamuk ( demam berdarah ,  malaria ,  chikungunya ) Konsumsi obat tertentu Hipertiroidisme  (kadar hormon tiroid dalam darah tinggi) Arthritis (peradangan sendi) Kanker Bila keluhan tidak kunjung membaik maka sebaiknya Anda kembali berkonsultasi dengan dokter yang merawat Anda. Dokter mungkin akan menganjurkan tes penunjang lanjutan (seperti tes laboratorium darah atau USG) untuk menelusuri penyebabnya lebih jauh, sehingga penanganan yang tepat dapat diberikan bagi Anda sesuai dengan kondisi dasarnya. Berikut ini anjuran bagi Anda: Minum cukup air putih 2-3 liter sehari untuk mencegah dehidrasi selama demam Kenakan pakaian yang berbahan sejuk dan tidak terlalu tebal Hindari konsumsi makanan yang terlalu pedas, berlemak, asam, atau menimbulkan gas Pilih jenis makanan yang lunak dan mudah dicerna Makan dan minum secara perlahan untuk mencegah mual Perbanyak istirahat dan konsumsi makanan yang bergizi seimbang untuk menjaga daya tahan tubuh Artikel berikut ini memuat informasi yang terkait: Penyebab demam Demikian semoga bermanfaat. dr. Muliani Sukiman;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
23;Halo Ibu Tianti, Terimakasih sudah bertanya ke alodokter. Nyeri pada pinggang bisa disebabkan oleh: Jenis kelamin perempuan lebih berisiko untuk menderita nyeri pinggang. Hal ini disebabkan oleh kekuatan otot pria lebih kuat daripada wanita. Selain itu, wanita saat hamil juga akan mempengaruhi bentuk kelengkungan dan elastisitas tulang belakang terutama pada bagian pinggang sehingga menimbulkan nyeri. Berat badan. Pada orang yang obseitas berisiko untuk menderita nyeri pinggang. Pekerjaan. Pekerjaan ynag banyak menggunakan aktifitas punggung seperti duduk terlalu lama, medorong, mengangkat, dan membungkuk terlalu lama dapat meningkatkan risiko nyeri pinggang. Posisi yang salah. Posisi duduk yang salah atau posisi mengangkat barang yang salah dapat menyebabnya nyeri pinggang. Untuk membedakan sakit pinggang karena penyakit ginjal dengan penyakit pada otot atau tulang belakang di area pinggang maka perlu dilakukan pemeriksaan. Pemeriksaan yang dilakukan tidak cukup dengan rontgen saja. Namun pemeriksaan lain dengan dokter untuk mencari penyebab pasti. Pemeriksaan antara lain wawancara, pemeriksaan fisik, dan pemeriksaan tambahan: MRI Saran yang dapat dilakukan saat ini: kompres dingin berolahraga untuk menurunkan berat badan perbanyak konsumsi sayur dan buah berenang Demikian penjelasan dari saya, semoga dapat menjawab pertanyaannya. Jika membutuhkan konsultasi secara lebih mendetail, ibu bisa menggunakan fasilitas chat bersama dokter dnegan mendownload aplikasi di  play.google.com/store/alodokter Salam, dr. Kresnawati Wahyu Setiono;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
24;Dear Rita, Flek coklat yang terjadi sebelum tanggal perkiraan menstruasi dapat disebabkan oleh: siklus menstruasi berikutnya flek coklat normal menjelang siklus menstruasi kelelahan stres radang panggul endometriosis Sebaiknya Anda berkonsultasi dengan dokter kandungan di mana dokter akan menelisik riwayat gejala yang Anda alami dan melakukan pemeriksaan fisik. Tes penunjang seperti tes darah dan USG dapat dokter anjurkan. Terapi yang tepat akan dokter berikan. Tips berikut bisa Anda lakukan: hindari melakukan aktivitas fisik berat manajemen stres dengan bijaksana konsumsi makanan bergizi secara teratur cukup waktu untuk beristirahat dan tidur yang berkualitas hindari mengonsumsi jamu-jamuan tanpa resep dokter Artikel berikut dapat Anda baca: Flek coklat Semoga bermanfaat dan salam, dr. Rony Wijaya;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
25;Dear Nandini,Siklus menstruasi normal terjadi secara periodik setiap 21-35 hari sekali dan setiap siklusnya berlangsung selama 2-7 hari. Lama haid 3 hari masih dalam rentang normal. Sedangkan keterlambatan menstruasi yang terjadi dapat disebabkan oleh:   ketidakseimbangan hormonal   aktivitas fisik berlebihan dan olahraga berat   penurunan berat badan yang terlalu cepat   stres psikis   obesitas  atau kelebihan berat badan   sindrom polikistik ovarii   gangguan hormon tiroid   dsb. Konsultasikan dengan dokter mengenai keluhan Anda. Dokter akan menganalisis gejala dan melakukan pemeriksaan fisik yang diperlukan. Tes penunjang seperti tes darah dan USG akan dokter anjurkan dan lakukan. Terapi yang sesuai dengan diagnosis akan diberikan dokter.Anjuran yang dapat Anda lakukan:   hindari kelelahan fisik berlebihan   kelola stres dengan bijak   hindari penurunan berat badan yang terlampau cepat   tetap jaga berat badan ada dalam kisaran normal Artikel yang dapat Anda baca: Penyebab terlambat menstruasi Semoga bermanfaat dan salam,dr. Rony Wijaya;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
26;Hai Bella. Perut kembung pada bayi bisa disebabkan oleh beberapa hal.  1. Gangguan distribusi udara usus yang belum baik. Hal ini masih dapat dikatakan normal jika tidak disertai muntah berlebihan, perubahan pola BAB dan konsistensinya. 2. Infeksi pada saluran pencernaan. Hal ini bisa disebabkan oleh pemberian makanan yang tidak sesuai dengan umur. Hal ini terutama bila anak demam dan rewel. 3. Gangguan fungsi dan struktural dari saluran pencernaan seperti bentuk kerongkongan atau lambung yang  tidak sempurna, adanya masalah pergerakan usus. 3. Alergi pada produk susu tertentu jika anak juga minum susu formula. Sementara, pemeberian ASI eksklusif setiap minimal 3 jam atau sesuai keinginan bayi harus tetap dilanjutkan. Jangan diberikan makanan seperti pisang atau pepaya walaupun bentuknya lumat. Jika gejala tetap berlanjut segera konsultasikan ke dokter. Dokter mungkin akan menyarankan pemeriksaan rontgen perut untuk menilai lebih lanjut. Semoga bermanfaat dan terima kasih Salam, dr Alyssa;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
27;Halo, Cacar air  merupakan penyakit yang disebabkan oleh virus. Pada cacar air tidak ada langkah pengobatan yang khusus, gejala penyakit ini akan hilang sendiri setelah 7-14 hari. Tujuan pengobatannya adalah untuk mengurangi gejala dengan melakukan beberapa langkah di bawah ini:   banyak minum untuk menghindari dehidrasi, hindari makanan yang membuat mulut sakit seperti makanan yang asin   jangan menggaruk bintil cacar air, hal ini dapat meningkatkan resiko infeksi dan menyisakan bekas luka. Hindari rasa gatal dengan menggunakan bedak kalamin   hindari iritasi dengan menggunakan pakaian berbahan lembut   gunakan obat pereda nyeri dan demam seperti  parasetamol  sesuai dosis Tidak semua cacar air sembuh tanpa penanganan medis, pada keadaan seperti ini dokter biasanya memberikan obat antivirus  acyclovir . Tentu saja dosis obat ini harus disesuaikan dengan keadaan pasien oleh dokter yang melakukan pemeriksaan.Salam sehat,dr. Tessi;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
28;Hallo Samsul, terima kasih telah bertanya di Alodokter :') Alkaline merupakan nama senyawa yang memiliki pH yang tinggi yang sering disebut dengan basa. Saya tidak akan membahas mengenai kebenaran perubahan air menjadi air alkaline seperti iklan di TV secara spesial, namun disini saya akan jelaskan mengenai air putih secara menyeluruh.   Pada hakikatnya air putih adalah senyawa yang memiliki pH yang netral, bebas gula dan bebas kalori. Karena itu, air putih merupakan cairan paling sehat dalam menjada kebugaran tubuh. Normalnya konsumsi air putih dalam sehari adalah 2 L bagi pria dan 1,6 L bagi wanita. Ukuran ini pun dapat meningkat bergantung kedlam kebutuhan tuubuh dalam kondisi tertentu, seperti saat demam dan dehidrasi. Manfaat dari air putih antara lain : Menjaga kadar cairan dalam tubuh, sehingga tubuh tidak mengalami gangguan pada fungsi pencernaan dan penyerapan makanan, sirkulasi darah dan ginjal Mempertahankan suhu tubuh yang normal. Memberikan energi pada otot Melumasi sendi-sendi agar tetap lentur. Membantu mengendalikan asupan kalori dalam tubuh. Menjaga kesegaran kulit. Melindungi saraf tulang belakang dan jaringan sensitif lainnya pada tubuh. Membantu proses pembuangan sisa-sisa makanan dan minuman melalui keringat, urine dan kotoran. Beberapa tips yang dapat dilakukan agar kecukupan air putih terpenuhi : Membiasakan minum air putih tiap waktu makan atau saat mengonsumsi camilan. Menaruh gelas atau botol berisi air minum di meja atau tas yang Anda bawa beraktivitas tiap hari, agar anda teringat untuk mengonsumsinya. Anda bisa menambahkan rasa pada air putih agar terasa lebih enak. Salah satunya dengan menambahkan  irisan buah-buahan seperti pada minuman ( infused water)   Artikel lain dan obrolan yang serupa, silahkan baca  disini  dan   disini Semoga informasi ini bermanfaat :') - dr. Lia N. Amalina;1;0;1;0;1;0;;;;;;;;;;;;;;;;;
29;Alo Wahyu Dwiputra, terima kasih ya atas pertanyaannya di Alodokter. Kanker payudara adalah salah satu jenis kanker yang sudah terbukti dapat diturnukan apabila memiliki anggota keluarga yang memiliki riwayat kanker tersebut selama hidupnya. Oleh karena itu, kondisi anak anda saat ini memang kemungkinan besar memiliki risiko terkena kanker payudara yang lebih besar dibandingan anak-anak lainnya yang tidak memiliki riwayat kanker payudara pada keluarganya (ibu atau neneknya). Oleh karena itu, ada beberapa hal yang dapat mulai dilakukan sejak dini untuk membantu menurunkan risiko tersebut pada anak anda, seperti : Menjaga berat badan anak anda agar selalu dalam berat badan yang ideal Hindarkan anak anda dari konsumsi alkohol Jangan membiarkan anak anda merokok Pastikan anak anda berolahraga secara teratur (3-4x per minggu selama 30 menit) Hindarkan anak anda mengonsumsi obat-obatan yang mengandung hormon terutama hormon estrogen seperti misalnya penggunaan pil KB kombinasi Hindarkan anak anda terpapar radiasi yang cukup tinggi, terutamma pada bagian payudaranya Bila anak anda usdah dewasa dan memiliki anak, pastikan untuk anak anda menyusui anaknya menggunakkan ASI Mengenai suntikan sendiri, mungkin yang dimaksudkan adalah vaksinasi. Hingga saat ini, belum ada vaksinasi yang dapat mencegah terjadinya kanker payudara, akan tetapi vaksin tersebut sudah sedang dalam proses penelitian dan uji coba namun belum direkomendasikan untuk diberikan. Semoga membantu.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
30;"Halo, Terima kasih atas pertanyaannya. Apakah Anda memang penderita asma karena Anda menggunakan ventolin inhaler? Atau Anda menggunakan ventolin inhaler karena saran seseorang untuk kondisi Anda? Sesak napas dapat disebabkan oleh berbagai kondisi kesehatan yang tidak selalu berkaitan dengan kondisi kesehatan paru-paru. Beberapa penyebab dari sesak napas misalnya: pneumonia tuberkulosis efusi pleura asma penyakit paru-paru obstruktif kronis  (PPOK) anemia penyakit asam lambung gangguan irama jantung gangguan cemas gagal jantung gagal ginjal kronis penyakit saraf yang mempengaruhi otot pernapasan dan lainnya Penanganan untuk tiap kondisi kesehatan di atas tentu saja berbeda-beda. Ventolin adalah nama merk dagang untuk obat salbutamol yang berfungsi untuk melegakan/ membuka saluran pernapasan. Obat ini biasanya digunakan untuk penderita asma atau penderita dengan gangguan pada paru-paru lainnya. Tentu saja obat ini tidak dapat digunakan untuk kondisi kesehatan lainnya. Jika Anda memang menderita  asma  dan kemudian mengalami sesak napas (serangan asma), ada beberapa informasi yang perlu diketahui lebih lanjut. Serangan asma biasanya  dipicu oleh  adanya paparan terhadap pencetus (misalnya debu, asap rokok, serbuk sari bunga, bulu hewan, olahraga, penyakit asam lambung, perubahan cuaca, emosi, obat-obatan), atau infeksi (misalnya infeksi saluran pernapasan atas, bronkitis). Pada banyak kasus, serangan asma tidak dapat diidentifikasi penyebabnya. Selain mengetahui pencetus, perlu juga diketahui bagaimana pola serangan asma selama ini, pengobatan yang dijalani serta kepatuhan terhadap pengobatan. Jika Anda mengalami keluhan yang sama (baik Anda menderita asma ataupun tidak), segeralah mencari pertolongan medis terdekat. Dokter perlu mengetahui keluhan Anda dan melakukan pemeriksaan pada Anda untuk menentukan penanganan yang tepat bagi Anda. Hindari penggunaan obat tanpa anjuran dokter. Anda dapat  mencoba langkah berikut  jika sesak napas muncul: ambil napas perlahan-;ahan dari hidung sambil menutup mulut Anda dalam dua hitungan, dan buang nafas perlahan melalui celah bibir atau mulut sampai hitungan keempat segera duduk dengan posisi  telapak kaki menapak lantai, condongkan dada sedikit ke depan. Perlahan letakkan siku di lutut atau menahan dagu dengan tangan. Otot leher dan bahu Anda harus tetap rileks. Posisi duduk ini juga bisa Anda lakukan dengan bertumpu pada meja, istirahatkan lengan dan kepala Anda di meja berdiri menyandar dinding bernapas sambil berbaring miring santai dengan bantal di antara kedua kaki dan kepala ditinggikan bertumpu pada bantal Semoga informasi ini berguna. dr. Aloisia";1;1;1;1;1;0;;;;;;;;;;;;;;;;;
